"MEG_ID"	"Broadclass"	"Class"	"Mechanism"	"Gene"
"2208"	"MEG_6436"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2209"	"MEG_166"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2210"	"MEG_6125"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOB|RequiresSNPConfirmation"
"2211"	"MEG_4313"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"OPTRA"
"2212"	"MEG_4668"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2213"	"MEG_609"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"2214"	"MEG_277"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2215"	"MEG_431"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"2216"	"MEG_2243"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2217"	"MEG_2629"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR|RequiresSNPConfirmation"
"2218"	"MEG_1644"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"CEOB"
"2219"	"MEG_1002"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT6"
"2220"	"MEG_5828"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	"QACE"
"2221"	"MEG_362"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2222"	"MEG_5922"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"2223"	"MEG_4080"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MTRC"
"2224"	"MEG_1689"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CFX"
"2225"	"MEG_3814"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFA"
"2226"	"MEG_7718"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"2227"	"MEG_4670"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2228"	"MEG_1756"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"CMLA"
"2229"	"MEG_5739"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2230"	"MEG_2699"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"ECV"
"2231"	"MEG_5825"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	"QACC"
"2232"	"MEG_275"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2233"	"MEG_3928"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"MEXR"
"2234"	"MEG_5901"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"2235"	"MEG_7600"	"Drugs"	"Glycopeptides"	"VanD-type_accessory_protein"	"VANYD"
"2236"	"MEG_588"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"2237"	"MEG_5760"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"PER"
"2238"	"MEG_7100"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETL"
"2239"	"MEG_6485"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2240"	"MEG_2864"	"Drugs"	"Phenicol"	"Chloramphenicol_hydrolase"	"ESTD"
"2241"	"MEG_3595"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"LMRB"
"2242"	"MEG_4071"	"Drugs"	"MLS"	"MLS_resistance_ABC_efflux_pumps"	"MSRC"
"2243"	"MEG_1017"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH2-DPRIME"
"2244"	"MEG_7592"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	"VANYA"
"2245"	"MEG_4166"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_protein"	"NIA"
"2246"	"MEG_1547"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"
"2247"	"MEG_1494"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"
"2248"	"MEG_5746"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2249"	"MEG_7338"	"Drugs"	"Glycopeptides"	"VanA-type_resistance_protein"	"VANA"
"2250"	"MEG_7721"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"2251"	"MEG_2593"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"
"2252"	"MEG_276"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2253"	"MEG_118"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2254"	"MEG_3402"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IND"
"2255"	"MEG_560"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"2256"	"MEG_2296"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2257"	"MEG_2774"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERM30"
"2258"	"MEG_6050"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"RCNR"
"2259"	"MEG_3661"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_regulator"	"MARA"
"2260"	"MEG_5851"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	"QACL"
"2261"	"MEG_102"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2262"	"MEG_7736"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"2263"	"MEG_877"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"2264"	"MEG_989"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT6"
"2265"	"MEG_2430"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2266"	"MEG_5861"	"Drugs"	"Fluoroquinolones"	"Quinolone_active_efflux"	"QEPA"
"2267"	"MEG_3551"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LEN"
"2268"	"MEG_7421"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VANHD"
"2269"	"MEG_7047"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETB"
"2270"	"MEG_4511"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2271"	"MEG_6043"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"RAHN"
"2272"	"MEG_7188"	"Drugs"	"Tetracyclines"	"Tetracycline_transcriptional_repressor"	"TETR|RequiresSNPConfirmation"
"2273"	"MEG_5177"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2274"	"MEG_2946"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"2275"	"MEG_1502"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CARB"
"2276"	"MEG_6323"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2277"	"MEG_7008"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TET55"
"2278"	"MEG_2044"	"Metals"	"Copper_resistance"	"Copper_resistance_protein"	"COPC"
"2279"	"MEG_1563"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATA"
"2280"	"MEG_4778"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2281"	"MEG_5251"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2282"	"MEG_5880"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"2283"	"MEG_4928"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2284"	"MEG_1063"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-PRIME"
"2285"	"MEG_1299"	"Drugs"	"betalactams"	"Penicillin_binding_protein_regulator"	"BLAR"
"2286"	"MEG_5754"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"PENI"
"2287"	"MEG_4979"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2288"	"MEG_2598"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"DHA"
"2289"	"MEG_4623"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2290"	"MEG_1617"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CATB|RequiresSNPConfirmation"
"2291"	"MEG_2227"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2292"	"MEG_3914"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXH"
"2293"	"MEG_4590"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2294"	"MEG_2642"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DHFR|RequiresSNPConfirmation"
"2295"	"MEG_5638"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2296"	"MEG_5918"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"2297"	"MEG_3089"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"GES"
"2298"	"MEG_4584"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2299"	"MEG_2263"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2300"	"MEG_6401"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2301"	"MEG_400"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ACRA"
"2302"	"MEG_3738"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"MDFA"
"2303"	"MEG_5272"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2304"	"MEG_5104"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2305"	"MEG_5458"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2306"	"MEG_2512"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"2307"	"MEG_4439"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2308"	"MEG_4246"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"OKP"
"2309"	"MEG_2894"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"FECD"
"2310"	"MEG_7616"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	"VANZA"
"2311"	"MEG_1155"	"Metals"	"Arsenic_resistance"	"Arsenic_resistance_protein"	"ARSC"
"2312"	"MEG_2814"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMC"
"2313"	"MEG_6023"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRS"
"2314"	"MEG_7270"	"Metals"	"Multi-metal_resistance"	"Multi-metal_resistance_regulator"	"TRGB"
"2315"	"MEG_4565"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2316"	"MEG_4633"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2317"	"MEG_2174"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2318"	"MEG_1314"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLASME"
"2319"	"MEG_5715"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2320"	"MEG_6493"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2321"	"MEG_7489"	"Drugs"	"Glycopeptides"	"VanA-type_regulator"	"VANSA"
"2322"	"MEG_829"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"2323"	"MEG_4201"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"NMCA"
"2324"	"MEG_481"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"2325"	"MEG_7263"	"Biocides"	"Multi-biocide_resistance"	"Multi-biocide_RND_efflux_pump"	"TOLC"
"2326"	"MEG_7159"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"2327"	"MEG_2821"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMC"
"2328"	"MEG_1030"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH3-DPRIME"
"2329"	"MEG_7423"	"Drugs"	"Glycopeptides"	"VanD-type_resistance_protein"	"VANHD"
"2330"	"MEG_3699"	"Drugs"	"Lipopeptides"	"Colistin_phosphoethanolamine_transferase"	"MCR"
"2331"	"MEG_5492"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2332"	"MEG_3475"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"KPC"
"2333"	"MEG_6047"	"Drugs"	"Rifampin"	"RNA-polymerase_binding_protein"	"RBPA"
"2334"	"MEG_3847"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERB"
"2335"	"MEG_5627"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2336"	"MEG_1760"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"CMLA"
"2337"	"MEG_3308"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"IMI"
"2338"	"MEG_7617"	"Drugs"	"Glycopeptides"	"VanA-type_accessory_protein"	"VANZA"
"2339"	"MEG_4602"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2340"	"MEG_1018"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-phosphotransferases"	"APH2-DPRIME"
"2341"	"MEG_3100"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"GES"
"2342"	"MEG_1884"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"2343"	"MEG_6250"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2344"	"MEG_2489"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"2345"	"MEG_614"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"2346"	"MEG_3917"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"MEXK"
"2347"	"MEG_1471"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_regulator"	"BMR"
"2348"	"MEG_7171"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_ribosomal_protection_proteins"	"TETO"
"2349"	"MEG_4412"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2350"	"MEG_1444"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"2351"	"MEG_7619"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VARG"
"2352"	"MEG_6613"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"SULI"
"2353"	"MEG_2329"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2354"	"MEG_3038"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"FOX"
"2355"	"MEG_3581"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LHK"
"2356"	"MEG_5830"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	"QACEDELTA1"
"2357"	"MEG_5835"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	"QACF"
"2358"	"MEG_2275"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2359"	"MEG_5013"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2360"	"MEG_3640"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LRG"
"2361"	"MEG_1828"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"2362"	"MEG_4846"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2363"	"MEG_89"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2364"	"MEG_7281"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"TROD"
"2365"	"MEG_1409"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"2366"	"MEG_705"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"ADET1"
"2367"	"MEG_7589"	"Drugs"	"Glycopeptides"	"VanG-type_resistance_protein"	"VANXYG"
"2368"	"MEG_2380"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2369"	"MEG_443"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ACT"
"2370"	"MEG_5782"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_ABC_efflux_regulator"	"PHOB|RequiresSNPConfirmation"
"2371"	"MEG_4033"	"Drugs"	"MLS"	"Macrolide_phosphotransferases"	"MPHB"
"2372"	"MEG_254"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2373"	"MEG_4364"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"2374"	"MEG_5125"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2375"	"MEG_960"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"2376"	"MEG_4160"	"Metals"	"Chromium_resistance"	"Chromium_resistance_protein"	"NFSA"
"2377"	"MEG_636"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"2378"	"MEG_4816"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2379"	"MEG_995"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT6"
"2380"	"MEG_2342"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2381"	"MEG_1871"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"2382"	"MEG_5560"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2383"	"MEG_5811"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"PSE"
"2384"	"MEG_574"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"2385"	"MEG_1294"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAP"
"2386"	"MEG_5824"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"QACAB"
"2387"	"MEG_1958"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"2388"	"MEG_4531"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2389"	"MEG_7677"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"VGA"
"2390"	"MEG_5008"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2391"	"MEG_5934"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"2392"	"MEG_122"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2393"	"MEG_7510"	"Drugs"	"Glycopeptides"	"VanD-type_regulator"	"VANSD"
"2394"	"MEG_6135"	"Drugs"	"Rifampin"	"Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB"	"RPOB|RequiresSNPConfirmation"
"2395"	"MEG_5926"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"2396"	"MEG_5874"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRA"
"2397"	"MEG_2264"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2398"	"MEG_7626"	"Drugs"	"MLS"	"Streptogramin_A_O-acetyltransferase"	"VATE"
"2399"	"MEG_5476"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2400"	"MEG_6953"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TER"
"2401"	"MEG_1946"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"2402"	"MEG_4559"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2403"	"MEG_804"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_O-nucleotidyltransferases"	"ANT3-DPRIME"
"2404"	"MEG_5472"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2405"	"MEG_7254"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TLA"
"2406"	"MEG_7351"	"Drugs"	"Glycopeptides"	"VanB-type_resistance_protein"	"VANB"
"2407"	"MEG_2556"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"2408"	"MEG_3761"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_MFS_efflux_pumps"	"MDTM"
"2409"	"MEG_2947"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"2410"	"MEG_2943"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"2411"	"MEG_5140"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2412"	"MEG_5979"	"Drugs"	"Fluoroquinolones"	"Quinolone_resistance_protein_Qnr"	"QNRB"
"2413"	"MEG_6438"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2414"	"MEG_3112"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"GES"
"2415"	"MEG_4423"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2416"	"MEG_2888"	"Metals"	"Multi-metal_resistance"	"Multi-metal_ABC_efflux_pumps"	"FBPA"
"2417"	"MEG_3897"	"Metals"	"Mercury_resistance"	"Mercury_resistance_protein"	"MERT"
"2418"	"MEG_7020"	"Drugs"	"Tetracyclines"	"Tetracycline_resistance_MFS_efflux_pumps"	"TETA"
"2419"	"MEG_3450"	"Drugs"	"Aminoglycosides"	"16S_rRNA_methyltransferases"	"KGMB"
"2420"	"MEG_6212"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2421"	"MEG_2081"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"COPZ"
"2422"	"MEG_6916"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"TEM"
"2423"	"MEG_117"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2424"	"MEG_568"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"ADC"
"2425"	"MEG_3881"	"Metals"	"Mercury_resistance"	"Mercury_resistance_regulator"	"MERR"
"2426"	"MEG_4458"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2427"	"MEG_2533"	"Drugs"	"Trimethoprim"	"Dihydrofolate_reductase"	"DFRA"
"2428"	"MEG_4655"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2429"	"MEG_2924"	"Drugs"	"Phenicol"	"Phenicol_resistance_MFS_efflux_pumps"	"FLOR"
"2430"	"MEG_4749"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2431"	"MEG_1904"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"2432"	"MEG_218"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2433"	"MEG_2799"	"Drugs"	"MLS"	"23S_rRNA_methyltransferases"	"ERMB"
"2434"	"MEG_725"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"AMPC"
"2435"	"MEG_4305"	"Drugs"	"Multi-drug_resistance"	"Multi-drug_ABC_efflux_pumps"	"OPTRA"
"2436"	"MEG_1549"	"Drugs"	"Phenicol"	"Chloramphenicol_acetyltransferases"	"CAT"
"2437"	"MEG_5527"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2438"	"MEG_5646"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2439"	"MEG_5720"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2440"	"MEG_5387"	"Drugs"	"Aminocoumarins"	"Aminocoumarin-resistant_DNA_topoisomerases"	"PARE|RequiresSNPConfirmation"
"2441"	"MEG_5593"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2442"	"MEG_7768"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"VIM"
"2443"	"MEG_6220"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2444"	"MEG_5046"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2445"	"MEG_3822"	"Drugs"	"MLS"	"MLS_resistance_MFS_efflux_pumps"	"MEFA"
"2446"	"MEG_4387"	"Drugs"	"betalactams"	"Class_D_betalactamases"	"OXA"
"2447"	"MEG_2951"	"Drugs"	"Sulfonamides"	"Sulfonamide-resistant_dihydropteroate_synthases"	"FOLP|RequiresSNPConfirmation"
"2448"	"MEG_244"	"Drugs"	"Aminoglycosides"	"Aminoglycoside_N-acetyltransferases"	"AAC6-PRIME"
"2449"	"MEG_3345"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"IMP"
"2450"	"MEG_6451"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"SHV"
"2451"	"MEG_5734"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2452"	"MEG_4105"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"MYO"
"2453"	"MEG_2095"	"Metals"	"Copper_resistance"	"Copper_resistance_regulator"	"CORS"
"2454"	"MEG_1935"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"CMY"
"2455"	"MEG_2344"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"CTX"
"2456"	"MEG_4119"	"Metals"	"Multi-metal_resistance"	"Multi-metal_MFS_efflux_pumps"	"NCRA"
"2457"	"MEG_3307"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"IMI"
"2458"	"MEG_4367"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_RND_efflux_pumps"	"OQXB"
"2459"	"MEG_5546"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"PDC"
"2460"	"MEG_4022"	"Drugs"	"betalactams"	"Class_C_betalactamases"	"MOX"
"2461"	"MEG_3546"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"LEN"
"2462"	"MEG_1346"	"Drugs"	"betalactams"	"Class_A_betalactamases"	"BLAZ"
"2463"	"MEG_3996"	"Multi-compound"	"Drug_and_biocide_resistance"	"Drug_and_biocide_SMR_efflux_pumps"	"MMR"
"2464"	"MEG_3631"	"Drugs"	"betalactams"	"Class_B_betalactamases"	"LRA"
